Column 0,Date,Hospital,Asthma Related Admissions,OZONE,PM10,PM2.5
2007,8/12/2016 12:00:00 AM,Morgan Stanley Children's Hospital,15,71,13,38
2008,8/13/2016 12:00:00 AM,Morgan Stanley Children's Hospital,29,87,18,51
2009,8/14/2016 12:00:00 AM,Morgan Stanley Children's Hospital,42,49,8,31
2010,8/15/2016 12:00:00 AM,Morgan Stanley Children's Hospital,4,64,10,32
2011,8/16/2016 12:00:00 AM,Morgan Stanley Children's Hospital,12,47,17,42
2012,8/17/2016 12:00:00 AM,Morgan Stanley Children's Hospital,39,38,7,13
2013,8/18/2016 12:00:00 AM,Morgan Stanley Children's Hospital,12,54,12,36
2014,8/19/2016 12:00:00 AM,Morgan Stanley Children's Hospital,35,74,15,39
2015,8/20/2016 12:00:00 AM,Morgan Stanley Children's Hospital,1,51,15,37
2016,8/21/2016 12:00:00 AM,Morgan Stanley Children's Hospital,60,44,10,22
2017,8/22/2016 12:00:00 AM,Morgan Stanley Children's Hospital,7,31,6,12
2018,8/23/2016 12:00:00 AM,Morgan Stanley Children's Hospital,20,61,10,22
2019,8/24/2016 12:00:00 AM,Morgan Stanley Children's Hospital,5,100,17,41
2020,8/25/2016 12:00:00 AM,Morgan Stanley Children's Hospital,21,61,20,43
2021,8/26/2016 12:00:00 AM,Morgan Stanley Children's Hospital,39,44,16,42
2022,8/27/2016 12:00:00 AM,Morgan Stanley Children's Hospital,45,44,12,29
2023,8/28/2016 12:00:00 AM,Morgan Stanley Children's Hospital,55,51,11,28
2024,8/29/2016 12:00:00 AM,Morgan Stanley Children's Hospital,24,46,11,23
2025,8/30/2016 12:00:00 AM,Morgan Stanley Children's Hospital,15,54,10,27
2026,8/31/2016 12:00:00 AM,Morgan Stanley Children's Hospital,43,77,18,44
2027,9/1/2016 12:00:00 AM,Morgan Stanley Children's Hospital,24,39,15,53
2028,9/2/2016 12:00:00 AM,Morgan Stanley Children's Hospital,1,30,6,19
2029,9/3/2016 12:00:00 AM,Morgan Stanley Children's Hospital,5,31,9,27
2030,9/4/2016 12:00:00 AM,Morgan Stanley Children's Hospital,44,34,7,19
2031,9/5/2016 12:00:00 AM,Morgan Stanley Children's Hospital,59,33,7,18
2032,9/6/2016 12:00:00 AM,Morgan Stanley Children's Hospital,28,31,7,37
2033,9/7/2016 12:00:00 AM,Morgan Stanley Children's Hospital,46,39,9,26
2034,9/8/2016 12:00:00 AM,Morgan Stanley Children's Hospital,63,97,23,56
2035,9/9/2016 12:00:00 AM,Morgan Stanley Children's Hospital,46,64,14,52
2036,9/10/2016 12:00:00 AM,Morgan Stanley Children's Hospital,11,67,20,62
2037,9/11/2016 12:00:00 AM,Morgan Stanley Children's Hospital,7,35,10,28
2038,9/12/2016 12:00:00 AM,Morgan Stanley Children's Hospital,18,37,7,18
2039,9/13/2016 12:00:00 AM,Morgan Stanley Children's Hospital,25,44,15,24
2040,9/14/2016 12:00:00 AM,Morgan Stanley Children's Hospital,42,87,16,39
2041,9/15/2016 12:00:00 AM,Morgan Stanley Children's Hospital,56,34,4,15
2042,9/16/2016 12:00:00 AM,Morgan Stanley Children's Hospital,18,38,9,29
2043,9/17/2016 12:00:00 AM,Morgan Stanley Children's Hospital,51,34,10,19
2044,9/18/2016 12:00:00 AM,Morgan Stanley Children's Hospital,40,31,12,34
2045,9/19/2016 12:00:00 AM,Morgan Stanley Children's Hospital,37,25,11,28
2046,9/20/2016 12:00:00 AM,Morgan Stanley Children's Hospital,8,34,12,32
2047,9/21/2016 12:00:00 AM,Morgan Stanley Children's Hospital,4,46,13,35
2048,9/22/2016 12:00:00 AM,Morgan Stanley Children's Hospital,21,54,12,31
2049,9/23/2016 12:00:00 AM,Morgan Stanley Children's Hospital,3,93,21,49
2050,9/24/2016 12:00:00 AM,Morgan Stanley Children's Hospital,44,31,6,15
2051,9/25/2016 12:00:00 AM,Morgan Stanley Children's Hospital,47,33,5,18
2052,9/26/2016 12:00:00 AM,Morgan Stanley Children's Hospital,48,44,10,21
2053,9/27/2016 12:00:00 AM,Morgan Stanley Children's Hospital,36,39,11,31
2054,9/28/2016 12:00:00 AM,Morgan Stanley Children's Hospital,25,30,13,34
2055,9/29/2016 12:00:00 AM,Morgan Stanley Children's Hospital,7,29,11,22
2056,9/30/2016 12:00:00 AM,Morgan Stanley Children's Hospital,24,23,8,22
2057,10/1/2016 12:00:00 AM,Morgan Stanley Children's Hospital,53,22,3,13
2058,10/2/2016 12:00:00 AM,Morgan Stanley Children's Hospital,46,17,7,27
2059,10/3/2016 12:00:00 AM,Morgan Stanley Children's Hospital,10,29,16,52
2060,10/4/2016 12:00:00 AM,Morgan Stanley Children's Hospital,17,28,10,30
2061,10/5/2016 12:00:00 AM,Morgan Stanley Children's Hospital,28,31,12,27
2062,10/6/2016 12:00:00 AM,Morgan Stanley Children's Hospital,21,41,21,41
2063,10/7/2016 12:00:00 AM,Morgan Stanley Children's Hospital,45,48,23,47
2064,10/8/2016 12:00:00 AM,Morgan Stanley Children's Hospital,5,26,12,36
2065,10/9/2016 12:00:00 AM,Morgan Stanley Children's Hospital,26,21,6,16
2066,10/10/2016 12:00:00 AM,Morgan Stanley Children's Hospital,11,31,5,19
2067,10/11/2016 12:00:00 AM,Morgan Stanley Children's Hospital,9,27,9,25
2068,10/12/2016 12:00:00 AM,Morgan Stanley Children's Hospital,16,32,12,35
2069,10/13/2016 12:00:00 AM,Morgan Stanley Children's Hospital,26,23,16,38
2070,10/14/2016 12:00:00 AM,Morgan Stanley Children's Hospital,50,28,7,21
2071,10/15/2016 12:00:00 AM,Morgan Stanley Children's Hospital,31,39,8,22
2072,10/16/2016 12:00:00 AM,Morgan Stanley Children's Hospital,53,40,13,33
2073,10/17/2016 12:00:00 AM,Morgan Stanley Children's Hospital,6,45,22,58
2074,10/18/2016 12:00:00 AM,Morgan Stanley Children's Hospital,22,43,30,63
2075,10/19/2016 12:00:00 AM,Morgan Stanley Children's Hospital,42,40,15,39
2076,10/20/2016 12:00:00 AM,Morgan Stanley Children's Hospital,35,33,26,63
2077,10/21/2016 12:00:00 AM,Morgan Stanley Children's Hospital,48,23,NA,37
2078,10/22/2016 12:00:00 AM,Morgan Stanley Children's Hospital,21,23,3,15
2079,10/23/2016 12:00:00 AM,Morgan Stanley Children's Hospital,57,31,6,24
2080,10/24/2016 12:00:00 AM,Morgan Stanley Children's Hospital,5,32,9,32
2081,10/25/2016 12:00:00 AM,Morgan Stanley Children's Hospital,18,25,6,32
2082,10/26/2016 12:00:00 AM,Morgan Stanley Children's Hospital,5,27,9,19
2083,10/27/2016 12:00:00 AM,Morgan Stanley Children's Hospital,6,33,7,27
2084,10/28/2016 12:00:00 AM,Morgan Stanley Children's Hospital,14,24,5,20
2085,10/29/2016 12:00:00 AM,Morgan Stanley Children's Hospital,9,32,13,36
2086,10/30/2016 12:00:00 AM,Morgan Stanley Children's Hospital,14,39,17,56
2087,10/31/2016 12:00:00 AM,Morgan Stanley Children's Hospital,50,26,5,20
2088,11/1/2016 12:00:00 AM,Morgan Stanley Children's Hospital,64,31,12,39
2089,11/2/2016 12:00:00 AM,Morgan Stanley Children's Hospital,15,21,23,52
2090,11/3/2016 12:00:00 AM,Morgan Stanley Children's Hospital,47,30,28,60
2091,11/4/2016 12:00:00 AM,Morgan Stanley Children's Hospital,8,31,6,24
2092,11/5/2016 12:00:00 AM,Morgan Stanley Children's Hospital,1,29,9,34
2093,11/6/2016 12:00:00 AM,Morgan Stanley Children's Hospital,33,28,6,26
2094,11/7/2016 12:00:00 AM,Morgan Stanley Children's Hospital,10,23,7,29
2095,11/8/2016 12:00:00 AM,Morgan Stanley Children's Hospital,57,24,19,47
2096,11/9/2016 12:00:00 AM,Morgan Stanley Children's Hospital,22,19,16,56
2097,11/10/2016 12:00:00 AM,Morgan Stanley Children's Hospital,57,26,6,24
2098,11/11/2016 12:00:00 AM,Morgan Stanley Children's Hospital,38,31,9,31
2099,11/12/2016 12:00:00 AM,Morgan Stanley Children's Hospital,4,32,6,25
2100,11/13/2016 12:00:00 AM,Morgan Stanley Children's Hospital,5,36,9,45
2101,11/14/2016 12:00:00 AM,Morgan Stanley Children's Hospital,1,26,20,53
2102,11/15/2016 12:00:00 AM,Morgan Stanley Children's Hospital,14,26,10,41
2103,11/16/2016 12:00:00 AM,Morgan Stanley Children's Hospital,2,33,17,53
2104,11/17/2016 12:00:00 AM,Morgan Stanley Children's Hospital,3,31,15,54
2105,11/18/2016 12:00:00 AM,Morgan Stanley Children's Hospital,23,22,14,62
2106,11/19/2016 12:00:00 AM,Morgan Stanley Children's Hospital,13,29,15,45
2107,11/20/2016 12:00:00 AM,Morgan Stanley Children's Hospital,28,39,NA,18
2108,11/21/2016 12:00:00 AM,Morgan Stanley Children's Hospital,21,35,2,23
2109,11/22/2016 12:00:00 AM,Morgan Stanley Children's Hospital,9,31,3,33
2110,11/23/2016 12:00:00 AM,Morgan Stanley Children's Hospital,4,31,6,33
2111,11/24/2016 12:00:00 AM,Morgan Stanley Children's Hospital,6,20,9,40
2112,11/25/2016 12:00:00 AM,Morgan Stanley Children's Hospital,14,7,27,70
2113,11/26/2016 12:00:00 AM,Morgan Stanley Children's Hospital,11,19,10,42
2114,11/27/2016 12:00:00 AM,Morgan Stanley Children's Hospital,6,35,4,29
2115,11/28/2016 12:00:00 AM,Morgan Stanley Children's Hospital,21,31,14,45
2116,11/29/2016 12:00:00 AM,Morgan Stanley Children's Hospital,23,33,12,37
2117,11/30/2016 12:00:00 AM,Morgan Stanley Children's Hospital,13,24,15,49
2118,12/1/2016 12:00:00 AM,Morgan Stanley Children's Hospital,18,24,6,27
2119,12/2/2016 12:00:00 AM,Morgan Stanley Children's Hospital,4,23,5,35
2120,12/3/2016 12:00:00 AM,Morgan Stanley Children's Hospital,9,42,4,31
2121,12/4/2016 12:00:00 AM,Morgan Stanley Children's Hospital,11,39,4,36
2122,12/5/2016 12:00:00 AM,Morgan Stanley Children's Hospital,10,19,8,41
2123,12/6/2016 12:00:00 AM,Morgan Stanley Children's Hospital,10,25,9,44
2124,12/7/2016 12:00:00 AM,Morgan Stanley Children's Hospital,3,15,9,59
2125,12/8/2016 12:00:00 AM,Morgan Stanley Children's Hospital,11,26,13,58
2126,12/9/2016 12:00:00 AM,Morgan Stanley Children's Hospital,23,31,7,35
2127,12/10/2016 12:00:00 AM,Morgan Stanley Children's Hospital,2,29,7,42
2128,12/11/2016 12:00:00 AM,Morgan Stanley Children's Hospital,4,19,12,38
2129,12/12/2016 12:00:00 AM,Morgan Stanley Children's Hospital,4,17,13,52
2130,12/13/2016 12:00:00 AM,Morgan Stanley Children's Hospital,8,17,16,54
2131,12/14/2016 12:00:00 AM,Morgan Stanley Children's Hospital,17,26,17,51
2132,12/15/2016 12:00:00 AM,Morgan Stanley Children's Hospital,14,31,9,45
2133,12/16/2016 12:00:00 AM,Morgan Stanley Children's Hospital,17,24,14,49
2134,12/17/2016 12:00:00 AM,Morgan Stanley Children's Hospital,3,9,13,49
2135,12/18/2016 12:00:00 AM,Morgan Stanley Children's Hospital,1,30,11,57
2136,12/19/2016 12:00:00 AM,Morgan Stanley Children's Hospital,26,33,5,38
2137,12/20/2016 12:00:00 AM,Morgan Stanley Children's Hospital,1,20,17,43
2138,12/21/2016 12:00:00 AM,Morgan Stanley Children's Hospital,10,13,24,62
2139,12/22/2016 12:00:00 AM,Morgan Stanley Children's Hospital,2,23,21,57
2140,12/23/2016 12:00:00 AM,Morgan Stanley Children's Hospital,16,29,13,50
2141,12/24/2016 12:00:00 AM,Morgan Stanley Children's Hospital,10,25,14,53
2142,12/25/2016 12:00:00 AM,Morgan Stanley Children's Hospital,6,31,6,49
2143,12/26/2016 12:00:00 AM,Morgan Stanley Children's Hospital,15,27,9,41
2144,12/27/2016 12:00:00 AM,Morgan Stanley Children's Hospital,5,27,NA,44
2145,12/28/2016 12:00:00 AM,Morgan Stanley Children's Hospital,8,25,NA,42
2146,12/29/2016 12:00:00 AM,Morgan Stanley Children's Hospital,0,22,11,44
2147,12/30/2016 12:00:00 AM,Morgan Stanley Children's Hospital,6,25,6,45
2148,12/31/2016 12:00:00 AM,Morgan Stanley Children's Hospital,4,29,9,42
2149,1/1/2017 12:00:00 AM,Morgan Stanley Children's Hospital,10,31,10,59
2150,1/2/2017 12:00:00 AM,Morgan Stanley Children's Hospital,26,27,11,57
2151,1/3/2017 12:00:00 AM,Morgan Stanley Children's Hospital,8,28,4,43
2152,1/4/2017 12:00:00 AM,Morgan Stanley Children's Hospital,15,30,9,46
2153,1/5/2017 12:00:00 AM,Morgan Stanley Children's Hospital,10,29,10,49
2154,1/6/2017 12:00:00 AM,Morgan Stanley Children's Hospital,8,29,13,52
2155,1/7/2017 12:00:00 AM,Morgan Stanley Children's Hospital,2,27,10,53
2156,1/8/2017 12:00:00 AM,Morgan Stanley Children's Hospital,9,31,9,54
2157,1/9/2017 12:00:00 AM,Morgan Stanley Children's Hospital,7,19,14,50
2158,1/10/2017 12:00:00 AM,Morgan Stanley Children's Hospital,5,26,19,53
2159,1/11/2017 12:00:00 AM,Morgan Stanley Children's Hospital,31,20,17,52
2160,1/12/2017 12:00:00 AM,Morgan Stanley Children's Hospital,5,24,15,56
2161,1/13/2017 12:00:00 AM,Morgan Stanley Children's Hospital,13,35,9,44
2162,1/14/2017 12:00:00 AM,Morgan Stanley Children's Hospital,20,29,9,44
2163,1/15/2017 12:00:00 AM,Morgan Stanley Children's Hospital,25,30,16,52
2164,1/16/2017 12:00:00 AM,Morgan Stanley Children's Hospital,1,19,28,59
2165,1/17/2017 12:00:00 AM,Morgan Stanley Children's Hospital,13,24,33,74
2166,1/18/2017 12:00:00 AM,Morgan Stanley Children's Hospital,16,26,6,53
2167,1/19/2017 12:00:00 AM,Morgan Stanley Children's Hospital,12,21,8,50
2168,1/20/2017 12:00:00 AM,Morgan Stanley Children's Hospital,17,20,12,56
2169,1/21/2017 12:00:00 AM,Morgan Stanley Children's Hospital,7,8,22,63
2170,1/22/2017 12:00:00 AM,Morgan Stanley Children's Hospital,29,23,20,62
2171,1/23/2017 12:00:00 AM,Morgan Stanley Children's Hospital,23,33,6,38
2172,1/24/2017 12:00:00 AM,Morgan Stanley Children's Hospital,24,31,2,31
2173,1/25/2017 12:00:00 AM,Morgan Stanley Children's Hospital,3,29,9,39
2174,1/26/2017 12:00:00 AM,Morgan Stanley Children's Hospital,0,21,12,59
2175,1/27/2017 12:00:00 AM,Morgan Stanley Children's Hospital,27,23,5,39
2176,1/28/2017 12:00:00 AM,Morgan Stanley Children's Hospital,16,25,5,37
2177,1/29/2017 12:00:00 AM,Morgan Stanley Children's Hospital,1,32,9,49
2178,1/30/2017 12:00:00 AM,Morgan Stanley Children's Hospital,5,34,7,35
2179,1/31/2017 12:00:00 AM,Morgan Stanley Children's Hospital,17,27,11,62
2180,2/1/2017 12:00:00 AM,Morgan Stanley Children's Hospital,8,31,14,41
2181,2/2/2017 12:00:00 AM,Morgan Stanley Children's Hospital,6,33,10,37
2182,2/3/2017 12:00:00 AM,Morgan Stanley Children's Hospital,1,34,12,44
2183,2/4/2017 12:00:00 AM,Morgan Stanley Children's Hospital,6,36,10,43
2184,2/5/2017 12:00:00 AM,Morgan Stanley Children's Hospital,16,31,18,52
2185,2/6/2017 12:00:00 AM,Morgan Stanley Children's Hospital,3,35,19,55
2186,2/7/2017 12:00:00 AM,Morgan Stanley Children's Hospital,10,23,24,68
2187,2/8/2017 12:00:00 AM,Morgan Stanley Children's Hospital,22,28,21,58
2188,2/9/2017 12:00:00 AM,Morgan Stanley Children's Hospital,3,35,5,34
2189,2/10/2017 12:00:00 AM,Morgan Stanley Children's Hospital,24,35,10,38
2190,2/11/2017 12:00:00 AM,Morgan Stanley Children's Hospital,14,19,28,62
2191,2/13/2016 12:00:00 AM,Queens,9,34,13,54
2192,2/14/2016 12:00:00 AM,Queens,12,26,6,41
2193,2/15/2016 12:00:00 AM,Queens,3,19,16,62
2194,2/16/2016 12:00:00 AM,Queens,7,35,15,52
2195,2/17/2016 12:00:00 AM,Queens,28,26,9,45
2196,2/18/2016 12:00:00 AM,Queens,8,35,10,31
2197,2/19/2016 12:00:00 AM,Queens,11,28,13,43
2198,2/20/2016 12:00:00 AM,Queens,13,35,13,59
2199,2/21/2016 12:00:00 AM,Queens,14,33,8,52
2200,2/22/2016 12:00:00 AM,Queens,9,32,6,30
2201,2/23/2016 12:00:00 AM,Queens,13,33,5,55
2202,2/24/2016 12:00:00 AM,Queens,3,30,5,33
2203,2/25/2016 12:00:00 AM,Queens,4,31,NA,42
2204,2/26/2016 12:00:00 AM,Queens,5,35,3,32
2205,2/27/2016 12:00:00 AM,Queens,19,35,6,51
2206,2/28/2016 12:00:00 AM,Queens,8,37,14,59
2207,2/29/2016 12:00:00 AM,Queens,24,33,15,50
2208,3/1/2016 12:00:00 AM,Queens,27,40,12,41
2209,3/2/2016 12:00:00 AM,Queens,6,34,10,54
2210,3/3/2016 12:00:00 AM,Queens,10,33,6,34
2211,3/4/2016 12:00:00 AM,Queens,0,32,13,43
2212,3/5/2016 12:00:00 AM,Queens,1,35,8,36
2213,3/6/2016 12:00:00 AM,Queens,16,38,10,47
2214,3/7/2016 12:00:00 AM,Queens,25,31,29,65
2215,3/8/2016 12:00:00 AM,Queens,29,35,38,76
2216,3/9/2016 12:00:00 AM,Queens,18,31,51,82
2217,3/10/2016 12:00:00 AM,Queens,33,44,28,68
2218,3/11/2016 12:00:00 AM,Queens,1,31,7,20
2219,3/12/2016 12:00:00 AM,Queens,19,26,9,26
2220,3/13/2016 12:00:00 AM,Queens,1,39,12,35
2221,3/14/2016 12:00:00 AM,Queens,12,35,10,23
2222,3/15/2016 12:00:00 AM,Queens,25,33,6,42
2223,3/16/2016 12:00:00 AM,Queens,23,29,21,44
2224,3/17/2016 12:00:00 AM,Queens,31,39,12,29
2225,3/18/2016 12:00:00 AM,Queens,18,37,6,38
2226,3/19/2016 12:00:00 AM,Queens,8,37,3,23
2227,3/20/2016 12:00:00 AM,Queens,21,40,7,23
2228,3/21/2016 12:00:00 AM,Queens,3,40,8,27
2229,3/22/2016 12:00:00 AM,Queens,3,42,13,31
2230,3/23/2016 12:00:00 AM,Queens,1,58,20,55
2231,3/24/2016 12:00:00 AM,Queens,3,42,19,53
2232,3/25/2016 12:00:00 AM,Queens,4,42,25,55
2233,3/26/2016 12:00:00 AM,Queens,30,35,6,21
2234,3/27/2016 12:00:00 AM,Queens,1,39,9,22
2235,3/28/2016 12:00:00 AM,Queens,12,40,4,21
2236,3/29/2016 12:00:00 AM,Queens,25,44,2,24
2237,3/30/2016 12:00:00 AM,Queens,28,44,13,33
2238,3/31/2016 12:00:00 AM,Queens,4,49,26,49
2239,4/1/2016 12:00:00 AM,Queens,4,45,14,48
2240,4/2/2016 12:00:00 AM,Queens,26,37,8,23
2241,4/3/2016 12:00:00 AM,Queens,26,40,3,25
2242,4/4/2016 12:00:00 AM,Queens,8,31,8,46
2243,4/5/2016 12:00:00 AM,Queens,23,40,9,32
2244,4/6/2016 12:00:00 AM,Queens,27,46,13,24
2245,4/7/2016 12:00:00 AM,Queens,5,43,12,25
2246,4/8/2016 12:00:00 AM,Queens,21,38,5,37
2247,4/9/2016 12:00:00 AM,Queens,3,36,8,41
2248,4/10/2016 12:00:00 AM,Queens,2,40,9,27
2249,4/11/2016 12:00:00 AM,Queens,1,44,22,44
2250,4/12/2016 12:00:00 AM,Queens,27,36,13,37
2251,4/13/2016 12:00:00 AM,Queens,5,39,7,25
2252,4/14/2016 12:00:00 AM,Queens,13,39,8,30
2253,4/15/2016 12:00:00 AM,Queens,26,42,8,32
2254,4/16/2016 12:00:00 AM,Queens,8,46,6,27
2255,4/17/2016 12:00:00 AM,Queens,3,50,12,38
2256,4/18/2016 12:00:00 AM,Queens,4,74,21,42
2257,4/19/2016 12:00:00 AM,Queens,3,51,17,30
2258,4/20/2016 12:00:00 AM,Queens,5,49,9,17
2259,4/21/2016 12:00:00 AM,Queens,2,71,22,52
2260,4/22/2016 12:00:00 AM,Queens,24,74,36,86
2261,4/23/2016 12:00:00 AM,Queens,6,39,11,31
2262,4/24/2016 12:00:00 AM,Queens,6,47,6,21
2263,4/25/2016 12:00:00 AM,Queens,22,47,17,44
2264,4/26/2016 12:00:00 AM,Queens,29,33,19,44
2265,4/27/2016 12:00:00 AM,Queens,3,35,11,19
2266,4/28/2016 12:00:00 AM,Queens,14,45,11,22
2267,4/29/2016 12:00:00 AM,Queens,14,43,13,23
2268,4/30/2016 12:00:00 AM,Queens,8,48,10,22
2269,5/1/2016 12:00:00 AM,Queens,25,38,5,14
2270,5/2/2016 12:00:00 AM,Queens,16,31,19,47
2271,5/3/2016 12:00:00 AM,Queens,2,29,7,19
2272,5/4/2016 12:00:00 AM,Queens,24,28,5,14
2273,5/5/2016 12:00:00 AM,Queens,23,29,4,21
2274,5/6/2016 12:00:00 AM,Queens,3,28,6,17
2275,5/7/2016 12:00:00 AM,Queens,15,25,7,19
2276,5/8/2016 12:00:00 AM,Queens,8,37,8,21
2277,5/9/2016 12:00:00 AM,Queens,1,47,14,40
2278,5/10/2016 12:00:00 AM,Queens,21,35,10,21
2279,5/11/2016 12:00:00 AM,Queens,23,44,18,48
2280,5/12/2016 12:00:00 AM,Queens,17,97,26,54
2281,5/13/2016 12:00:00 AM,Queens,22,34,24,69
2282,5/14/2016 12:00:00 AM,Queens,33,49,11,61
2283,5/15/2016 12:00:00 AM,Queens,4,30,3,27
2284,5/16/2016 12:00:00 AM,Queens,3,41,8,47
2285,5/17/2016 12:00:00 AM,Queens,11,38,14,64
2286,5/18/2016 12:00:00 AM,Queens,4,42,10,59
2287,5/19/2016 12:00:00 AM,Queens,27,45,16,65
2288,5/20/2016 12:00:00 AM,Queens,8,48,12,28
2289,5/21/2016 12:00:00 AM,Queens,16,44,16,34
2290,5/22/2016 12:00:00 AM,Queens,47,48,9,22
2291,5/23/2016 12:00:00 AM,Queens,9,58,15,31
2292,5/24/2016 12:00:00 AM,Queens,10,38,12,39
2293,5/25/2016 12:00:00 AM,Queens,2,151,24,66
2294,5/26/2016 12:00:00 AM,Queens,9,133,28,67
2295,5/27/2016 12:00:00 AM,Queens,35,101,39,74
2296,5/28/2016 12:00:00 AM,Queens,29,112,26,58
2297,5/29/2016 12:00:00 AM,Queens,19,74,13,34
2298,5/30/2016 12:00:00 AM,Queens,36,37,NA,19
2299,5/31/2016 12:00:00 AM,Queens,9,64,NA,34
2300,6/1/2016 12:00:00 AM,Queens,37,54,15,41
2301,6/2/2016 12:00:00 AM,Queens,17,44,13,33
2302,6/3/2016 12:00:00 AM,Queens,5,24,14,37
2303,6/4/2016 12:00:00 AM,Queens,18,71,18,50
2304,6/5/2016 12:00:00 AM,Queens,40,35,3,18
2305,6/6/2016 12:00:00 AM,Queens,8,71,8,26
2306,6/7/2016 12:00:00 AM,Queens,42,71,11,37
2307,6/8/2016 12:00:00 AM,Queens,30,28,5,17
2308,6/9/2016 12:00:00 AM,Queens,9,42,8,12
2309,6/10/2016 12:00:00 AM,Queens,20,42,7,16
2310,6/11/2016 12:00:00 AM,Queens,37,101,20,55
2311,6/12/2016 12:00:00 AM,Queens,4,46,15,34
2312,6/13/2016 12:00:00 AM,Queens,18,29,3,27
2313,6/14/2016 12:00:00 AM,Queens,15,40,6,23
2314,6/15/2016 12:00:00 AM,Queens,6,87,12,38
2315,6/16/2016 12:00:00 AM,Queens,9,44,21,54
2316,6/17/2016 12:00:00 AM,Queens,34,50,16,36
2317,6/18/2016 12:00:00 AM,Queens,28,84,11,32
2318,6/19/2016 12:00:00 AM,Queens,5,84,16,35
2319,6/20/2016 12:00:00 AM,Queens,35,71,18,39
2320,6/21/2016 12:00:00 AM,Queens,4,90,15,42
2321,6/22/2016 12:00:00 AM,Queens,15,54,15,45
2322,6/23/2016 12:00:00 AM,Queens,3,64,25,57
2323,6/24/2016 12:00:00 AM,Queens,3,87,20,55
2324,6/25/2016 12:00:00 AM,Queens,32,77,14,37
2325,6/26/2016 12:00:00 AM,Queens,13,115,15,45
2326,6/27/2016 12:00:00 AM,Queens,12,49,18,47
2327,6/28/2016 12:00:00 AM,Queens,3,36,11,41
2328,6/29/2016 12:00:00 AM,Queens,25,54,10,30
2329,6/30/2016 12:00:00 AM,Queens,4,58,12,27
2330,7/1/2016 12:00:00 AM,Queens,23,44,15,33
2331,7/2/2016 12:00:00 AM,Queens,24,32,9,20
2332,7/3/2016 12:00:00 AM,Queens,10,44,11,29
2333,7/4/2016 12:00:00 AM,Queens,23,64,18,50
2334,7/5/2016 12:00:00 AM,Queens,18,44,NA,22
2335,7/6/2016 12:00:00 AM,Queens,18,115,16,52
2336,7/7/2016 12:00:00 AM,Queens,17,80,23,57
2337,7/8/2016 12:00:00 AM,Queens,0,50,17,46
2338,7/9/2016 12:00:00 AM,Queens,1,23,10,17
2339,7/10/2016 12:00:00 AM,Queens,6,34,4,12
2340,7/11/2016 12:00:00 AM,Queens,7,42,6,12
2341,7/12/2016 12:00:00 AM,Queens,7,67,11,28
2342,7/13/2016 12:00:00 AM,Queens,46,44,14,27
2343,7/14/2016 12:00:00 AM,Queens,19,49,19,65
2344,7/15/2016 12:00:00 AM,Queens,9,115,19,53
2345,7/16/2016 12:00:00 AM,Queens,34,90,14,38
2346,7/17/2016 12:00:00 AM,Queens,35,101,12,44
2347,7/18/2016 12:00:00 AM,Queens,1,90,16,47
2348,7/19/2016 12:00:00 AM,Queens,19,36,10,23
2349,7/20/2016 12:00:00 AM,Queens,10,44,11,24
2350,7/21/2016 12:00:00 AM,Queens,2,122,20,40
2351,7/22/2016 12:00:00 AM,Queens,26,140,23,77
2352,7/23/2016 12:00:00 AM,Queens,5,51,14,60
2353,7/24/2016 12:00:00 AM,Queens,14,64,13,58
2354,7/25/2016 12:00:00 AM,Queens,17,100,20,62
2355,7/26/2016 12:00:00 AM,Queens,30,44,11,27
2356,7/27/2016 12:00:00 AM,Queens,4,74,13,32
2357,7/28/2016 12:00:00 AM,Queens,2,101,23,61
2358,7/29/2016 12:00:00 AM,Queens,9,108,15,52
2359,7/30/2016 12:00:00 AM,Queens,44,80,19,61
2360,7/31/2016 12:00:00 AM,Queens,6,38,12,56
2361,8/1/2016 12:00:00 AM,Queens,4,38,10,43
2362,8/2/2016 12:00:00 AM,Queens,28,27,9,41
2363,8/3/2016 12:00:00 AM,Queens,24,38,10,39
